marcador	familia	informe_id	base_id	solapa	campo_logico	periodo_ref	operacion	valor_fijo	filtro	dimensiones	formato	catalogo	separador	notas
camp_env4_aperturas	camp	jm	digital	Directa Mail	mail_aperturas		FILA	4			miles		fecha_periodo	envio 4 de L-047, campo aperturas (col O). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env4_aud	camp	jm	digital	Directa Mail	mail_segmentacion		FILA	4			texto		fecha_periodo	envio 4 de L-047, campo aud (col J). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env4_clics	camp	jm	digital	Directa Mail	mail_clics		FILA	4			miles		fecha_periodo	envio 4 de L-047, campo clics (col Q). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env4_ctor	camp	jm	digital	Directa Mail	mail_ctor		FILA	4			fraccion		fecha_periodo	envio 4 de L-047, campo ctor (col R). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env4_entregados	camp	jm	digital	Directa Mail	mail_entregados		FILA	4			miles		fecha_periodo	envio 4 de L-047, campo entregados (col N). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env4_enviados	camp	jm	digital	Directa Mail	mail_enviados		FILA	4			miles		fecha_periodo	envio 4 de L-047, campo enviados (col M). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env4_or	camp	jm	digital	Directa Mail	mail_or		FILA	4			fraccion		fecha_periodo	envio 4 de L-047, campo or (col P). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env5_aperturas	camp	jm	digital	Directa Mail	mail_aperturas		FILA	5			miles		fecha_periodo	envio 5 de L-047, campo aperturas (col O). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env5_aud	camp	jm	digital	Directa Mail	mail_segmentacion		FILA	5			texto		fecha_periodo	envio 5 de L-047, campo aud (col J). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env5_clics	camp	jm	digital	Directa Mail	mail_clics		FILA	5			miles		fecha_periodo	envio 5 de L-047, campo clics (col Q). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env5_ctor	camp	jm	digital	Directa Mail	mail_ctor		FILA	5			fraccion		fecha_periodo	envio 5 de L-047, campo ctor (col R). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env5_entregados	camp	jm	digital	Directa Mail	mail_entregados		FILA	5			miles		fecha_periodo	envio 5 de L-047, campo entregados (col N). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env5_enviados	camp	jm	digital	Directa Mail	mail_enviados		FILA	5			miles		fecha_periodo	envio 5 de L-047, campo enviados (col M). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env5_fecha	camp	jm	digital	Directa Mail	fecha_periodo		FILA	5			fecha		fecha_periodo	envio 5 de L-047, campo fecha (col F). FILA ordena por fecha_periodo y desempata por orden de origen
camp_env5_or	camp	jm	digital	Directa Mail	mail_or		FILA	5			fraccion		fecha_periodo	envio 5 de L-047, campo or (col P). FILA ordena por fecha_periodo y desempata por orden de origen
camp_enviados	camp	jm	looker	resumen_metricas_dinamico	mail_enviados		ULTIMO				miles			2026-08-24 — GLOBAL de L-047, rama por cuenta (`D-30`/`R-17`), misma solapa y misma forma que camp_entregados/camp_aperturas/camp_ctor. ⚠ la estabilidad de esta solapa NO esta medida en R-31: SIN VALIDAR, y no admite control por igualdad exacta todavia. columna "Enviados" del GLOBAL; el equipo publico 302.008 el 14-21/08
camp_or	camp	jm	looker	resumen_metricas_dinamico	mail_aperturas/mail_entregados		PCT				porcentaje_sin_signo			2026-08-24 — GLOBAL de L-047, rama por cuenta (`D-30`/`R-17`), misma solapa y misma forma que camp_entregados/camp_aperturas/camp_ctor. ⚠ la estabilidad de esta solapa NO esta medida en R-31: SIN VALIDAR, y no admite control por igualdad exacta todavia. % OR = aperturas/ENTREGADOS, denominador MEDIDO contra el deck: la fila de 77.963 da 62% sobre entregados y 61% sobre enviados, y el equipo publica 62. PCT sobre los agregados de la fila, no promedio de una tasa
camp_mail_clics	camp	jm	looker	resumen_metricas_dinamico	mail_clics		ULTIMO				miles			2026-08-24 — GLOBAL de L-047, rama por cuenta (`D-30`/`R-17`), misma solapa y misma forma que camp_entregados/camp_aperturas/camp_ctor. ⚠ la estabilidad de esta solapa NO esta medida en R-31: SIN VALIDAR, y no admite control por igualdad exacta todavia. ⚠ clics de MAIL (col Q), NO camp_clics que es digital (col J) y vive en L-045. El equipo publico 1.144 el 14-21/08, y camp_ctor = este/aperturas cierra en 1,11%
post_habitantes1	post	jm	reuniones	Agenda JM | Post	poblacion		FILA	1			miles		fecha_periodo	fila 1 de 4 de L-036 (D-41). col F "Habitantes". ⚠ 13 de 102 filas traen el texto "-": ahí sale sin_datos, que es correcto. El orden por fecha_periodo lo fija la LISTA ÚNICA del temario (temarioPorSolapas_), que sella la RANURA en cada fila con filasOrdenadas_ —el mismo comparador que opFILA— antes de que ninguna solapa se recorte. SIN VALIDAR contra la fuente
post_habitantes2	post	jm	reuniones	Agenda JM | Post	poblacion		FILA	2			miles		fecha_periodo	fila 2 de 4 de L-036 (D-41). col F "Habitantes". ⚠ 13 de 102 filas traen el texto "-": ahí sale sin_datos, que es correcto. El orden por fecha_periodo lo fija la LISTA ÚNICA del temario (temarioPorSolapas_), que sella la RANURA en cada fila con filasOrdenadas_ —el mismo comparador que opFILA— antes de que ninguna solapa se recorte. SIN VALIDAR contra la fuente
post_habitantes3	post	jm	reuniones	Agenda JM | Post	poblacion		FILA	3			miles		fecha_periodo	fila 3 de 4 de L-036 (D-41). col F "Habitantes". ⚠ 13 de 102 filas traen el texto "-": ahí sale sin_datos, que es correcto. El orden por fecha_periodo lo fija la LISTA ÚNICA del temario (temarioPorSolapas_), que sella la RANURA en cada fila con filasOrdenadas_ —el mismo comparador que opFILA— antes de que ninguna solapa se recorte. SIN VALIDAR contra la fuente
post_habitantes4	post	jm	reuniones	Agenda JM | Post	poblacion		FILA	4			miles		fecha_periodo	fila 4 de 4 de L-036 (D-41). col F "Habitantes". ⚠ 13 de 102 filas traen el texto "-": ahí sale sin_datos, que es correcto. El orden por fecha_periodo lo fija la LISTA ÚNICA del temario (temarioPorSolapas_), que sella la RANURA en cada fila con filasOrdenadas_ —el mismo comparador que opFILA— antes de que ninguna solapa se recorte. SIN VALIDAR contra la fuente
post_alcance1	post	jm	reuniones	Agenda JM | Post	alc_real		FILA	1			miles		fecha_periodo	fila 1 de 4 de L-036 (D-41). col G "Alcance". Con poblacion forma % Cobertura = G/F, exacta en 89 de 89. El orden por fecha_periodo lo fija la LISTA ÚNICA del temario (temarioPorSolapas_), que sella la RANURA en cada fila con filasOrdenadas_ —el mismo comparador que opFILA— antes de que ninguna solapa se recorte. SIN VALIDAR contra la fuente
post_alcance2	post	jm	reuniones	Agenda JM | Post	alc_real		FILA	2			miles		fecha_periodo	fila 2 de 4 de L-036 (D-41). col G "Alcance". Con poblacion forma % Cobertura = G/F, exacta en 89 de 89. El orden por fecha_periodo lo fija la LISTA ÚNICA del temario (temarioPorSolapas_), que sella la RANURA en cada fila con filasOrdenadas_ —el mismo comparador que opFILA— antes de que ninguna solapa se recorte. SIN VALIDAR contra la fuente
post_alcance3	post	jm	reuniones	Agenda JM | Post	alc_real		FILA	3			miles		fecha_periodo	fila 3 de 4 de L-036 (D-41). col G "Alcance". Con poblacion forma % Cobertura = G/F, exacta en 89 de 89. El orden por fecha_periodo lo fija la LISTA ÚNICA del temario (temarioPorSolapas_), que sella la RANURA en cada fila con filasOrdenadas_ —el mismo comparador que opFILA— antes de que ninguna solapa se recorte. SIN VALIDAR contra la fuente
post_alcance4	post	jm	reuniones	Agenda JM | Post	alc_real		FILA	4			miles		fecha_periodo	fila 4 de 4 de L-036 (D-41). col G "Alcance". Con poblacion forma % Cobertura = G/F, exacta en 89 de 89. El orden por fecha_periodo lo fija la LISTA ÚNICA del temario (temarioPorSolapas_), que sella la RANURA en cada fila con filasOrdenadas_ —el mismo comparador que opFILA— antes de que ninguna solapa se recorte. SIN VALIDAR contra la fuente
post_impresiones1	post	jm	reuniones	Agenda JM | Post	imp_totales		FILA	1			miles		fecha_periodo	fila 1 de 4 de L-036 (D-41). col J "Impresiones totales". Denominador de las dos identidades de la solapa. El orden por fecha_periodo lo fija la LISTA ÚNICA del temario (temarioPorSolapas_), que sella la RANURA en cada fila con filasOrdenadas_ —el mismo comparador que opFILA— antes de que ninguna solapa se recorte. SIN VALIDAR contra la fuente
post_impresiones2	post	jm	reuniones	Agenda JM | Post	imp_totales		FILA	2			miles		fecha_periodo	fila 2 de 4 de L-036 (D-41). col J "Impresiones totales". Denominador de las dos identidades de la solapa. El orden por fecha_periodo lo fija la LISTA ÚNICA del temario (temarioPorSolapas_), que sella la RANURA en cada fila con filasOrdenadas_ —el mismo comparador que opFILA— antes de que ninguna solapa se recorte. SIN VALIDAR contra la fuente
post_impresiones3	post	jm	reuniones	Agenda JM | Post	imp_totales		FILA	3			miles		fecha_periodo	fila 3 de 4 de L-036 (D-41). col J "Impresiones totales". Denominador de las dos identidades de la solapa. El orden por fecha_periodo lo fija la LISTA ÚNICA del temario (temarioPorSolapas_), que sella la RANURA en cada fila con filasOrdenadas_ —el mismo comparador que opFILA— antes de que ninguna solapa se recorte. SIN VALIDAR contra la fuente
post_impresiones4	post	jm	reuniones	Agenda JM | Post	imp_totales		FILA	4			miles		fecha_periodo	fila 4 de 4 de L-036 (D-41). col J "Impresiones totales". Denominador de las dos identidades de la solapa. El orden por fecha_periodo lo fija la LISTA ÚNICA del temario (temarioPorSolapas_), que sella la RANURA en cada fila con filasOrdenadas_ —el mismo comparador que opFILA— antes de que ninguna solapa se recorte. SIN VALIDAR contra la fuente
post_vistas1	post	jm	reuniones	Agenda JM | Post	vis_totales		FILA	1			miles		fecha_periodo	fila 1 de 4 de L-036 (D-41). col M "Visualizaciones totales" — el ACUMULADO. ⭐ 26/08: título ÚNICO (la solapa pasó a IMPORTRANGE), así que el encabezado es testigo y se lee por letra. ⛔ Del 25 al 26/08 el título se repetía (M/R/W/AB) y esto publicaba PROGRAMMATIC: 55.902 donde el acumulado era 282.480. MAPEO.por_posicion NO lo arreglaba — nunca corrió. Testigo de bloque: M = R+W+AB. El orden por fecha_periodo lo fija la LISTA ÚNICA del temario (temarioPorSolapas_), que sella la RANURA en cada fila con filasOrdenadas_ —el mismo comparador que opFILA— antes de que ninguna solapa se recorte. SIN VALIDAR contra la fuente
post_vistas2	post	jm	reuniones	Agenda JM | Post	vis_totales		FILA	2			miles		fecha_periodo	fila 2 de 4 de L-036 (D-41). col M "Visualizaciones totales" — el ACUMULADO. ⭐ 26/08: título ÚNICO (la solapa pasó a IMPORTRANGE), así que el encabezado es testigo y se lee por letra. ⛔ Del 25 al 26/08 el título se repetía (M/R/W/AB) y esto publicaba PROGRAMMATIC: 55.902 donde el acumulado era 282.480. MAPEO.por_posicion NO lo arreglaba — nunca corrió. Testigo de bloque: M = R+W+AB. El orden por fecha_periodo lo fija la LISTA ÚNICA del temario (temarioPorSolapas_), que sella la RANURA en cada fila con filasOrdenadas_ —el mismo comparador que opFILA— antes de que ninguna solapa se recorte. SIN VALIDAR contra la fuente
post_vistas3	post	jm	reuniones	Agenda JM | Post	vis_totales		FILA	3			miles		fecha_periodo	fila 3 de 4 de L-036 (D-41). col M "Visualizaciones totales" — el ACUMULADO. ⭐ 26/08: título ÚNICO (la solapa pasó a IMPORTRANGE), así que el encabezado es testigo y se lee por letra. ⛔ Del 25 al 26/08 el título se repetía (M/R/W/AB) y esto publicaba PROGRAMMATIC: 55.902 donde el acumulado era 282.480. MAPEO.por_posicion NO lo arreglaba — nunca corrió. Testigo de bloque: M = R+W+AB. El orden por fecha_periodo lo fija la LISTA ÚNICA del temario (temarioPorSolapas_), que sella la RANURA en cada fila con filasOrdenadas_ —el mismo comparador que opFILA— antes de que ninguna solapa se recorte. SIN VALIDAR contra la fuente
post_vistas4	post	jm	reuniones	Agenda JM | Post	vis_totales		FILA	4			miles		fecha_periodo	fila 4 de 4 de L-036 (D-41). col M "Visualizaciones totales" — el ACUMULADO. ⭐ 26/08: título ÚNICO (la solapa pasó a IMPORTRANGE), así que el encabezado es testigo y se lee por letra. ⛔ Del 25 al 26/08 el título se repetía (M/R/W/AB) y esto publicaba PROGRAMMATIC: 55.902 donde el acumulado era 282.480. MAPEO.por_posicion NO lo arreglaba — nunca corrió. Testigo de bloque: M = R+W+AB. El orden por fecha_periodo lo fija la LISTA ÚNICA del temario (temarioPorSolapas_), que sella la RANURA en cada fila con filasOrdenadas_ —el mismo comparador que opFILA— antes de que ninguna solapa se recorte. SIN VALIDAR contra la fuente
post_vtr1	post	jm	reuniones	Agenda JM | Post	vis_vtr_pct		FILA	1			fraccion		fecha_periodo	fila 1 de 4 de L-036 (D-41). col N "% VTR total" — el ACUMULADO, FRACCIÓN. ⭐ 26/08: título ÚNICO. ⛔ Del 25 al 26/08 publicaba el % VTR de PROGRAMMATIC: 63,5 donde el acumulado era 62,7. Identidad interna N = M/J, y se exige SOBRE EL DECK: sobre el fixture las dos ternas cierran por separado y la mezcla no aparece. El orden por fecha_periodo lo fija la LISTA ÚNICA del temario (temarioPorSolapas_), que sella la RANURA en cada fila con filasOrdenadas_ —el mismo comparador que opFILA— antes de que ninguna solapa se recorte. SIN VALIDAR contra la fuente
post_vtr2	post	jm	reuniones	Agenda JM | Post	vis_vtr_pct		FILA	2			fraccion		fecha_periodo	fila 2 de 4 de L-036 (D-41). col N "% VTR total" — el ACUMULADO, FRACCIÓN. ⭐ 26/08: título ÚNICO. ⛔ Del 25 al 26/08 publicaba el % VTR de PROGRAMMATIC: 63,5 donde el acumulado era 62,7. Identidad interna N = M/J, y se exige SOBRE EL DECK: sobre el fixture las dos ternas cierran por separado y la mezcla no aparece. El orden por fecha_periodo lo fija la LISTA ÚNICA del temario (temarioPorSolapas_), que sella la RANURA en cada fila con filasOrdenadas_ —el mismo comparador que opFILA— antes de que ninguna solapa se recorte. SIN VALIDAR contra la fuente
post_vtr3	post	jm	reuniones	Agenda JM | Post	vis_vtr_pct		FILA	3			fraccion		fecha_periodo	fila 3 de 4 de L-036 (D-41). col N "% VTR total" — el ACUMULADO, FRACCIÓN. ⭐ 26/08: título ÚNICO. ⛔ Del 25 al 26/08 publicaba el % VTR de PROGRAMMATIC: 63,5 donde el acumulado era 62,7. Identidad interna N = M/J, y se exige SOBRE EL DECK: sobre el fixture las dos ternas cierran por separado y la mezcla no aparece. El orden por fecha_periodo lo fija la LISTA ÚNICA del temario (temarioPorSolapas_), que sella la RANURA en cada fila con filasOrdenadas_ —el mismo comparador que opFILA— antes de que ninguna solapa se recorte. SIN VALIDAR contra la fuente
post_vtr4	post	jm	reuniones	Agenda JM | Post	vis_vtr_pct		FILA	4			fraccion		fecha_periodo	fila 4 de 4 de L-036 (D-41). col N "% VTR total" — el ACUMULADO, FRACCIÓN. ⭐ 26/08: título ÚNICO. ⛔ Del 25 al 26/08 publicaba el % VTR de PROGRAMMATIC: 63,5 donde el acumulado era 62,7. Identidad interna N = M/J, y se exige SOBRE EL DECK: sobre el fixture las dos ternas cierran por separado y la mezcla no aparece. El orden por fecha_periodo lo fija la LISTA ÚNICA del temario (temarioPorSolapas_), que sella la RANURA en cada fila con filasOrdenadas_ —el mismo comparador que opFILA— antes de que ninguna solapa se recorte. SIN VALIDAR contra la fuente
post_camp1	post	jm	reuniones	Agenda JM | Post	{figura} — {tipo_encuentro} en {barrio} ({fecha_periodo:dd/MM})		FILA_TEXTO	1			texto		fecha_periodo	fila 1 de 4 de L-036 (D-41). la columna `Campañas`. Se COMPONE de B/C/D/E: ninguna de las 29 columnas trae un nombre. La forma sale del deck del equipo del 31/07. ⚠ `figura` vale "Jorge Macri" en todas las filas de jm. El orden por fecha_periodo lo fija la LISTA ÚNICA del temario (temarioPorSolapas_), que sella la RANURA en cada fila con filasOrdenadas_ —el mismo comparador que opFILA— antes de que ninguna solapa se recorte. SIN VALIDAR contra la fuente
post_camp2	post	jm	reuniones	Agenda JM | Post	{figura} — {tipo_encuentro} en {barrio} ({fecha_periodo:dd/MM})		FILA_TEXTO	2			texto		fecha_periodo	fila 2 de 4 de L-036 (D-41). la columna `Campañas`. Se COMPONE de B/C/D/E: ninguna de las 29 columnas trae un nombre. La forma sale del deck del equipo del 31/07. ⚠ `figura` vale "Jorge Macri" en todas las filas de jm. El orden por fecha_periodo lo fija la LISTA ÚNICA del temario (temarioPorSolapas_), que sella la RANURA en cada fila con filasOrdenadas_ —el mismo comparador que opFILA— antes de que ninguna solapa se recorte. SIN VALIDAR contra la fuente
post_camp3	post	jm	reuniones	Agenda JM | Post	{figura} — {tipo_encuentro} en {barrio} ({fecha_periodo:dd/MM})		FILA_TEXTO	3			texto		fecha_periodo	fila 3 de 4 de L-036 (D-41). la columna `Campañas`. Se COMPONE de B/C/D/E: ninguna de las 29 columnas trae un nombre. La forma sale del deck del equipo del 31/07. ⚠ `figura` vale "Jorge Macri" en todas las filas de jm. El orden por fecha_periodo lo fija la LISTA ÚNICA del temario (temarioPorSolapas_), que sella la RANURA en cada fila con filasOrdenadas_ —el mismo comparador que opFILA— antes de que ninguna solapa se recorte. SIN VALIDAR contra la fuente
post_camp4	post	jm	reuniones	Agenda JM | Post	{figura} — {tipo_encuentro} en {barrio} ({fecha_periodo:dd/MM})		FILA_TEXTO	4			texto		fecha_periodo	fila 4 de 4 de L-036 (D-41). la columna `Campañas`. Se COMPONE de B/C/D/E: ninguna de las 29 columnas trae un nombre. La forma sale del deck del equipo del 31/07. ⚠ `figura` vale "Jorge Macri" en todas las filas de jm. El orden por fecha_periodo lo fija la LISTA ÚNICA del temario (temarioPorSolapas_), que sella la RANURA en cada fila con filasOrdenadas_ —el mismo comparador que opFILA— antes de que ninguna solapa se recorte. SIN VALIDAR contra la fuente
post_periodo1	post	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	{des_fecha_inicio:min:dd/MM} — {des_fecha_fin:max:dd/MM}		GRUPO_TEXTO	1		etapa=post	texto		fecha_periodo	fila 1 de 4 de L-036 (D-41). la columna `Período`, ÚNICA que sale de otra solapa: Agenda JM | Post no trae fecha de inicio ni de fin (medido sobre las 29). GRUPO_TEXTO agrupa por id_cuenta —no por fecha_periodo: dentro de julio_24_30 hay DOS encuentros el 29/07— y la ranura viene sellada por el temario, así que un encuentro ausente acá NO corre las demás. El orden por fecha_periodo lo fija la LISTA ÚNICA del temario (temarioPorSolapas_), que sella la RANURA en cada fila con filasOrdenadas_ —el mismo comparador que opFILA— antes de que ninguna solapa se recorte. SIN VALIDAR contra la fuente
post_periodo2	post	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	{des_fecha_inicio:min:dd/MM} — {des_fecha_fin:max:dd/MM}		GRUPO_TEXTO	2		etapa=post	texto		fecha_periodo	fila 2 de 4 de L-036 (D-41). la columna `Período`, ÚNICA que sale de otra solapa: Agenda JM | Post no trae fecha de inicio ni de fin (medido sobre las 29). GRUPO_TEXTO agrupa por id_cuenta —no por fecha_periodo: dentro de julio_24_30 hay DOS encuentros el 29/07— y la ranura viene sellada por el temario, así que un encuentro ausente acá NO corre las demás. El orden por fecha_periodo lo fija la LISTA ÚNICA del temario (temarioPorSolapas_), que sella la RANURA en cada fila con filasOrdenadas_ —el mismo comparador que opFILA— antes de que ninguna solapa se recorte. SIN VALIDAR contra la fuente
post_periodo3	post	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	{des_fecha_inicio:min:dd/MM} — {des_fecha_fin:max:dd/MM}		GRUPO_TEXTO	3		etapa=post	texto		fecha_periodo	fila 3 de 4 de L-036 (D-41). la columna `Período`, ÚNICA que sale de otra solapa: Agenda JM | Post no trae fecha de inicio ni de fin (medido sobre las 29). GRUPO_TEXTO agrupa por id_cuenta —no por fecha_periodo: dentro de julio_24_30 hay DOS encuentros el 29/07— y la ranura viene sellada por el temario, así que un encuentro ausente acá NO corre las demás. El orden por fecha_periodo lo fija la LISTA ÚNICA del temario (temarioPorSolapas_), que sella la RANURA en cada fila con filasOrdenadas_ —el mismo comparador que opFILA— antes de que ninguna solapa se recorte. SIN VALIDAR contra la fuente
post_periodo4	post	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	{des_fecha_inicio:min:dd/MM} — {des_fecha_fin:max:dd/MM}		GRUPO_TEXTO	4		etapa=post	texto		fecha_periodo	fila 4 de 4 de L-036 (D-41). la columna `Período`, ÚNICA que sale de otra solapa: Agenda JM | Post no trae fecha de inicio ni de fin (medido sobre las 29). GRUPO_TEXTO agrupa por id_cuenta —no por fecha_periodo: dentro de julio_24_30 hay DOS encuentros el 29/07— y la ranura viene sellada por el temario, así que un encuentro ausente acá NO corre las demás. El orden por fecha_periodo lo fija la LISTA ÚNICA del temario (temarioPorSolapas_), que sella la RANURA en cada fila con filasOrdenadas_ —el mismo comparador que opFILA— antes de que ninguna solapa se recorte. SIN VALIDAR contra la fuente
u1_post_meta_clics	u1	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_clics		SUMA			etapa=post && plataforma=meta	miles			Alta 26/08/2026. Molde: los u1_pre_*_clics/_ctr, con etapa=post. Existe porque R-33 sumo PRE y POST en u1_total_clics (1.472 -> 2.464) y sin estas tres cajas la lamina no muestra de donde salen los 992 del POST. Nace SIN _revisar: los 24 de L-053 perdieron la marca el 26/08 al validarse. Fuente digital/CAMPANAS_DESGLOCE_DIGITAL (D-32); clave Id cuentas via SOLAPAS.campo_id_cuenta (D-30).
u1_post_meta_ctr	u1	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_clics/des_impresiones		PCT			etapa=post && plataforma=meta	porcentaje_sin_signo			Alta 26/08/2026. Molde: los u1_pre_*_clics/_ctr, con etapa=post. Existe porque R-33 sumo PRE y POST en u1_total_clics (1.472 -> 2.464) y sin estas tres cajas la lamina no muestra de donde salen los 992 del POST. Nace SIN _revisar: los 24 de L-053 perdieron la marca el 26/08 al validarse. Fuente digital/CAMPANAS_DESGLOCE_DIGITAL (D-32); clave Id cuentas via SOLAPAS.campo_id_cuenta (D-30).
u1_post_google_clics	u1	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_clics		SUMA			etapa=post && plataforma=google	miles			Alta 26/08/2026. Molde: los u1_pre_*_clics/_ctr, con etapa=post. Existe porque R-33 sumo PRE y POST en u1_total_clics (1.472 -> 2.464) y sin estas tres cajas la lamina no muestra de donde salen los 992 del POST. Nace SIN _revisar: los 24 de L-053 perdieron la marca el 26/08 al validarse. Fuente digital/CAMPANAS_DESGLOCE_DIGITAL (D-32); clave Id cuentas via SOLAPAS.campo_id_cuenta (D-30).
u1_post_google_ctr	u1	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_clics/des_impresiones		PCT			etapa=post && plataforma=google	porcentaje_sin_signo			Alta 26/08/2026. Molde: los u1_pre_*_clics/_ctr, con etapa=post. Existe porque R-33 sumo PRE y POST en u1_total_clics (1.472 -> 2.464) y sin estas tres cajas la lamina no muestra de donde salen los 992 del POST. Nace SIN _revisar: los 24 de L-053 perdieron la marca el 26/08 al validarse. Fuente digital/CAMPANAS_DESGLOCE_DIGITAL (D-32); clave Id cuentas via SOLAPAS.campo_id_cuenta (D-30).
u1_post_prog_clics	u1	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_clics		SUMA			etapa=post && plataforma=programmatic	miles			Alta 26/08/2026. Molde: los u1_pre_*_clics/_ctr, con etapa=post. Existe porque R-33 sumo PRE y POST en u1_total_clics (1.472 -> 2.464) y sin estas tres cajas la lamina no muestra de donde salen los 992 del POST. Nace SIN _revisar: los 24 de L-053 perdieron la marca el 26/08 al validarse. Fuente digital/CAMPANAS_DESGLOCE_DIGITAL (D-32); clave Id cuentas via SOLAPAS.campo_id_cuenta (D-30).
u1_post_prog_ctr	u1	jm	digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_clics/des_impresiones		PCT			etapa=post && plataforma=programmatic	porcentaje_sin_signo			Alta 26/08/2026. Molde: los u1_pre_*_clics/_ctr, con etapa=post. Existe porque R-33 sumo PRE y POST en u1_total_clics (1.472 -> 2.464) y sin estas tres cajas la lamina no muestra de donde salen los 992 del POST. Nace SIN _revisar: los 24 de L-053 perdieron la marca el 26/08 al validarse. Fuente digital/CAMPANAS_DESGLOCE_DIGITAL (D-32); clave Id cuentas via SOLAPAS.campo_id_cuenta (D-30).
m2_camp_lista	m2	jm	digital	Directa Mail	mail_campana		LISTA_CRUDA			tipo_envio=m2	texto		 	lista CRUDA de nombres de campania de M2 de la ventana, uno por linea. Decision del usuario 26/08: se publican TODOS y el equipo poda en su deck. SIN TOPE a proposito -- la lista existe para que el equipo EDITE, y una recortada le esconde lo que tiene que decidir. CONSECUENCIA ESPERADA: con ~30 nombres la caja crece y puede empujar lo de abajo. | operacion LISTA_CRUDA y NO LISTA: LISTA publica contra un catalogo y descarta lo que no matchea, y aca cualquier nombre nuevo es legitimo (X-18). | separador = SALTO DE LINEA REAL, no los caracteres barra+n: vuelven identicos de Sheets y hacen lo opuesto. | IDENTIDAD: m2_campanias cuenta lo que esto publica -- mismo universo, mismo nucleo (distintosDeCampo_, R-10), asi que banner == cantidad de lineas por construccion
gcba_ivr_llamados	gcba	jm	digital	Directa IVR	ivr_llamados		SUMA			ambito=gcba	miles			Resumen Ejecutivo GCBA, bloque IVR (2026-08-28_4). El corte de ambito de esta solapa es Vocero (col G), medido: JM 55 / GCBA 8 sobre 63 filas. Sin _revisar porque R-31 lista digital/Directa IVR entre las ESTABLES
gcba_ivr_atendidos	gcba	jm	digital	Directa IVR	ivr_atendidos		SUMA			ambito=gcba	miles			Resumen Ejecutivo GCBA, bloque IVR (2026-08-28_4). El corte de ambito de esta solapa es Vocero (col G), medido: JM 55 / GCBA 8 sobre 63 filas. Sin _revisar porque R-31 lista digital/Directa IVR entre las ESTABLES
gcba_ivr_at_pct	gcba	jm	digital	Directa IVR	ivr_atendidos/ivr_llamados		PCT			ambito=gcba	porcentaje_sin_signo			Resumen Ejecutivo GCBA, bloque IVR (2026-08-28_4). El corte de ambito de esta solapa es Vocero (col G), medido: JM 55 / GCBA 8 sobre 63 filas. Sin _revisar porque R-31 lista digital/Directa IVR entre las ESTABLES
